Family,TotMarkerLength,AbxClass,RestistMechanism,BetaLactamase,P10T2,P10T3,P10T4,P11T1,P11T2,P11T3,P12T1,P12T4,P13T1,P13T4,P14T1,P14T4,P15T1,P15T2,P15T3,P16T1,P16T3,P16T4,P17T1,P17T2,P17T4,P18T1,P18T2,P18T3,P18T4,P19T1,P19T4,P1T1,P1T3,P1T4,P20T1,P20T2,P20T4,P21T1,P21T2,P21T4,P22T1,P22T4,P23T2,P23T3,P23T4,P24T1,P24T2,P24T3,P24T4,P25T1,P25T3,P25T4,P26T1,P26T3,P26T4,P27T1,P27T2,P27T3,P27T4,P28T2,P28T3,P28T4,P29T1,P29T2,P29T3,P29T4,P2T2,P2T3,P30T1,P30T2,P30T3,P30T4,P31T1,P31T2,P31T3,P31T4,P32T1,P32T3,P32T4,P33T1,P33T4,P34T1,P34T3,P35T1,P35T3,P36T1,P36T3,P36T4,P37T1,P37T3,P37T4,P38T1,P38T3,P39T1,P39T4,P3T1,P3T3,P3T4,P4T1,P4T3,P4T4,P5T1,P5T2,P5T3,P5T4,P6T1,P6T3,P6T4,P7T1,P7T3,P7T4,P8T1,P8T2,P8T3,P9T1,P9T2,P9T3,P9T4
gb|CAA37052_1|ARO_3002995|ROB-1,265,Beta-Lactam,Inactivation,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034474438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|ACQ82810_1|ARO_3002502|PDC-5,234,Beta-Lactam,Inactivation,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351545636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12871865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AAL78275_1|ARO_3002391|OXY-1-3,58,Beta-Lactam,Inactivation,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50837226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AIT76100_1|ARO_3002152|DHA-21,218,Beta-Lactam,Inactivation,Yes,0,0.617521665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AAQ76277_1|ARO_3001796|OXA-50,132,Beta-Lactam,Inactivation,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.686499469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|CBW46935_1|ARO_3001959|CTX-M-100,36,Beta-Lactam,Inactivation,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748658957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|CAA71441_1|ARO_3003095|imiS,107,Beta-Lactam,Inactivation,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.935495305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|NP_249649_1|ARO_3003686|Pseudomonas,10,Beta-Lactam,ReducedPermeability,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.014825302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|YP_001569085_1|ARO_3000621|PC1,92,Beta-Lactam,Inactivation,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262724807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449192196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.746910442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|BAJ17544_1|ARO_3002069|CMY-59,64,Beta-Lactam,Inactivation,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.957167886,0,0,0,0,0.364823081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.453375885,0,0,0,0,0,0
gb|NP_373280_1|ARO_3000124|mecI,105,Beta-Lactam,TargetReplacement,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778746573,2.421009428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AGC51118_1|ARO_3000617|mecA,10,Beta-Lactam,TargetReplacement,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.176166454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.780486628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|YP_001245420_1|ARO_3000215|mecR1,300,Beta-Lactam,TargetReplacement,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.580851978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.204247278,2.441486411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AIT76113_1|ARO_3002174|MIR-9,59,Beta-Lactam,Inactivation,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494048677,0,0,0,0,2.23210169,0,0,3.648237522,0,0,0,0,0,0,0,0,0,0,0,0,0.462399945,0.534205199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AAF86691_1|ARO_3001816|ACC-2,203,Beta-Lactam,Inactivation,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.029404198,0,5.790133597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|CAP12359_2|ARO_3002452|OKP-B-19,59,Beta-Lactam,Inactivation,Yes,0,0,0,0,0,0,0,0,0.501380871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.520098967,0,0,0,0,0,0,0,0,0,0.638487506,0,0,0.44313328,2.671025995,0,0,0,3.040192345,0,0,0,0,0,27.36307193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453015143,0,0,0,0,0,0,9.196525097,0,0,0,0
gb|CAQ03505_1|ARO_3001338|SHV-100,89,Beta-Lactam,Inactivation,Yes,0,0,0,0,0,0,0,0,5.123200901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.675201371,2.139622178,0,0,0,0,0,0,0,0,0,0,0,0,0.737898098,0,0,0,0,0,0,0.207286223,0,0,0,0,0,0,0,0,0,0,0,0,1.659735559,2.552601221,0,0,0.698778437,0,0,0,0,0,0,2.036772745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.16739665,0,0,0,0
gb|AIA58911_1|ARO_3001396|OXA-1,254,Beta-Lactam,Inactivation,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.717113724,7.070429039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428992882,0,52.19542361,0,0,0,0
gb|AAV97957_1|ARO_3001933|CTX-M-72,69,Beta-Lactam,Inactivation,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.105945286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.506480004,0,55.01121403,0,0,0,0
gb|YP_005228001_1|ARO_3003968|Klebsiella,20,Beta-Lactam,ReducedPermeability,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.740298539,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86279353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.664699921,0,0,0,0,1.603010509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.210901073,0,0,0,0,0,0,0,0,93.69187129,0,0,0,0
gb|AET35493_1|ARO_3001777|OXA-347,151,Beta-Lactam,Inactivation,Yes,66.8425517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.82082672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462946253,48.47067912,0,0,0.278424915,4.366224007,0,1.436237981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.25683854,0,10.08996115,0,0,0,0,0
gb|YP_005226137_1|ARO_3003966|Klebsiella,70,Beta-Lactam,ReducedPermeability,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.137482412,0,0,0,0,0,0,0,0,0,0,0,1.168180268,0,0,0,0,0,0,0,0,2.81218309,0,0,0,0,1.146713918,0,0,0,0,0,0,0,1.683906466,3.338782493,0,0,0,1.76331156,0,0,0,0,0,50.28888896,0,0,0,0,0,0,0,0,0,0.40034315,0,0,0,0,0,0,0.934730652,0,0,0,0,0,0,0,0,179.0123603,0,0,0,0
gb|YP_489201_1|ARO_3003390|Escherichia,17,Beta-Lactam,ReducedPermeability,No,22.28085057,4.179528147,1.5113061,0,0,23.84147878,0,1.970469728,0,15.50266463,0,0,0.265135198,2.454825081,64.31567134,0,0,0,0,0,0.993325844,0.442192124,2.457319192,0,0,0,1.274152354,0,0.244522692,0,0,0,0.250162111,2.907965814,0,0,4.454190527,1.338171864,3.037078041,2.480734075,8.958101211,5.165710258,17.19483699,1.927442776,0,0,4.981190375,0,1.550316254,0.768519239,0,0,7.614914191,1.083420596,2.058714168,43.53814151,0,2.450992667,0,9.295405186,2.326266224,8.755319435,0,0.636136807,7.705917528,2.526793921,4.65795036,5.138239569,0,2.553950023,0.538634183,0,0.638111924,0,0,0,2.399781223,3.271246963,0,0,0,5.78069016,0,0.246514162,0.8492738,0.249653948,6.712343412,2.279448974,0,0,0.643112107,1.027001858,0,2.85578117,0,0,0,0,0,0,0,2.53101373,0,0,15.68894135,0,0,0,0,0,2.965622945,0,0,0
gb|AEM44648_1|ARO_3001970|CTX-M-110,32,Beta-Lactam,Inactivation,Yes,233.948931,19.02187273,32.3851307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.0098426,4.93146122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AAA21532_1|ARO_3003559|cepA,137,Beta-Lactam,Inactivation,Yes,35.31116943,4.392203252,0,0,0,41.36739142,2.205176655,0,0,0,0,0,0,5.977658478,0,11.13869382,4.39151049,0,0,0,29.48936098,0,0,0,0,0,1.244289408,8.329837643,0,0,0,0,0,0,0,0,1.780357428,3.000883748,0,0,0,0,12.73482002,0,1.466159605,5.332915046,0,0,0,4.603110023,6.508432924,0,39.47824178,74.84791841,53.07622464,0,0,0,32.99678442,12.54081648,55.04112047,20.22792322,0,0,50.17385317,11.79170496,0,0.32621442,0,0,0,0,0,0,0,0,0,6.563558116,0,0,0.279082505,13.38849132,1.479026132,0.831985295,0,0,0,21.00349412,0,0,0,0,0,0,39.60366687,26.78907838,0,1.202035323,0,0,0,0,0,0,0,0,0,0,0,0,0,6.525172408,0,30.68607005
gb|AHA80960_1|ARO_3001388|TEM-211,43,Beta-Lactam,Inactivation,Yes,246.4819094,13.65672914,30.8226902,0,0,0,0,0,1.899969617,0,0,0,0,8.368721869,0,0,0,0,0,0,0,12.43665349,19.39988835,0,0,0,12.25146494,0,0,0,1.041499142,0,0,11.95054444,0,0.605618045,17.53981762,1.167010347,0,0,0,0,3.753420638,0,0,0,0,0,0,0,0,0,36.84635899,0.56428156,5.361234812,0,0.581276482,0,0,0.480031253,8.947177784,18.87939501,0,2.511066345,26.94777707,0,0,0,0,0,0,0,6.646999206,8.434818931,0,0,0,0,0,1.048214944,0,0,0,0,0,0,0,0,0,0,2.009725334,0,0,0,0,0,0,0,0,0,0,0,0,0,2.502223501,0,0,8.710938798,0,219.1172067,0,0,0,0
gb|ACT97415_1|ARO_3002999|CblA-1,240,Beta-Lactam,Inactivation,Yes,5.575313569,5.995141513,0,0,1.410611865,36.76978978,15.13646721,9.400737226,0,0,0,5.47934363,2.616389099,0,0,34.22345371,11.5613604,0,0.387305818,0,14.45069353,7.500580289,4.771281527,29.48385867,17.85053647,1.740798766,1.461939514,0,1.909263314,0,0.489752573,3.299500402,0,0,0,0,0,0.192364343,5.654691979,1.701030468,14.511775,2.689491092,9.122459309,0.055738657,7.108078242,0,0,0,0,0,13.56659774,1.133059817,0,16.10992851,47.82103623,0,0,0,0,0,0,0,0,0,0.781277614,30.06019089,45.7560068,27.19899984,48.01039839,0.672399846,5.088744801,8.478362394,249.3075856,156.8817708,70.42923498,36.46057443,0,8.972399593,15.59574911,20.33015612,1.786705317,34.75033973,24.67401836,15.40848957,0,0,0,16.42449114,20.40552432,0.043950851,17.77574127,1.713983239,10.3717842,0.08798751,7.628698717,7.983564345,53.0875717,4.044094547,0,0,0,22.4160321,7.05749907,5.94582778,0,0,0,0,1.33828953,0,0,0,0,18.02460191
gb|ACT97371_1|ARO_3003097|CfxA6,111,Beta-Lactam,Inactivation,Yes,126.8294571,132.0150484,57.1033271,7.188079611,2.229046075,0,139.236926,45.43940346,364.4322675,0,332.4816288,37.99795855,5.206291166,0,0,360.1370894,22.88370817,0,32.12186986,119.8643017,65.63045753,0.736986874,0,0,0,2.020960052,47.37233112,113.6777843,13.97272524,0,8.616038353,326.1802795,73.91153288,0,7.058784453,184.1078856,0.395634984,191.7487769,11.78845409,0.806742788,20.38586503,31.64763201,18.67773603,7.992585674,4.798340527,18.01618221,0.470811945,0.901403043,0.843709526,9.149038555,11.0142711,4.296075455,21.64401507,17.70975974,37.68182182,100.3135675,18.24313882,78.54532484,9.332423877,2.104752416,17.65469902,6.00708023,0,0,0,18.86672794,90.2925761,55.6739276,290.4418794,51.65944365,156.7563584,28.87826492,74.44639111,71.54533915,27.8650814,27.69684759,109.0551467,17.51150791,1.134805123,57.86146491,44.88219151,176.4444504,76.73008295,23.66535951,0.700432,32.0983648,20.02972812,27.35338769,23.9037908,46.47070024,26.41353296,86.18197411,7.87749786,2.91158658,0,0,0,25.24274178,118.277697,14.74650624,16.31529866,0,8.508806165,3.145972904,58.51353417,75.87320774,21.40640191,0,52.43722231,0,0,48.86032074,0,37.01212142
gb|NP_253654_1|ARO_3003685|Pseudomonas,50,Fluoroquinolone,TargetAlteration,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233409819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AEZ36150_1|ARO_3000448|qepA,299,Fluoroquinolone,Efflux,No,0,0,0.40481413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|BAA37152_1|ARO_3003702|Pseudomonas,18,Fluoroquinolone,TargetAlteration,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216573495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159034202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.720525964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|NP_251858_1|ARO_3003684|Pseudomonas,64,Fluoroquinolone,TargetAlteration,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.380615588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|NP_358469_1|ARO_3000822|pmrA,38,Fluoroquinolone,Efflux,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251767717,0,0.620444952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777565576
gb|YP_001332362_1|ARO_3000838|arlR,69,Fluoroquinolone,Efflux,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591042364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.683111029,1.121950745,0,0,0,0,0,0,0,0,0.625555875,0,0,0,0,0,0,0,0,0
gb|AEG74319_1|ARO_3002794|QnrS5,100,Fluoroquinolone,TargetProtection,No,0,0,0,0,0,0,0,0,4.412151666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|YP_499945_1|ARO_3000839|arlS,156,Fluoroquinolone,Efflux,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.783455917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53199592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.757059625,1.164674035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|YP_040771_1|ARO_3003315|Staphylococcus,41,Fluoroquinolone,TargetAlteration,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62387805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.526954065,3.552844025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|YP_039483_1|ARO_3003296|Staphylococcus,76,Fluoroquinolone,TargetAlteration,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.910524722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.479015212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.052360234,6.049437124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|CAE00499_1|ARO_3003835|cdeA,300,Fluoroquinolone,Efflux,No,1.502079814,0,0,1.938358547,0,0,4.022896737,0,0,0,0,0,0,0,0,0.595071199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45017292,0.210567366,1.883664697,0,0.245948145,0,0.855470131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.870439372,0.139033397,0,0,0,0,0,0,0,0,0,1.494432532,0.435100081,0,0,0,0
gb|WP_014065640_1|ARO_3003924|Haemophilus,64,Fluoroquinolone,TargetAlteration,No,0,0,0,0,0,0,0,0.521863534,0,0,0,0,0,0,0,0,0,0,0,0,1.006749166,3.364505292,0,0,0,0,0,0,0,0,0,0,1.087661353,0,0,0,0,0,6.640437867,0,0,0,0,0,0,0,0,0,0,0,0,0,2.330204521,1.098061415,0,0,0,0,0,3.908825916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.500925714,0.594414163,0,0,0,0,0,0,0,6.05924775,0,0,0,0,0,0.81309057,0,0,0,0,0,0.940876026,0,0,0,0,1.355713346,0,0,0
gb|NP_462089_1|ARO_3003939|Salmonella,8,Fluoroquinolone,TargetAlteration,No,3.564936091,0,0,0,0,0.73927066,0,0,0.962651273,0.901426896,0,0,0,0,9.500649495,0,0,0,0.856583196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.718712599,0,0.443111182,0,0,0.968091346,0,0,1.901733123,0,0,0,0,0,0,0,0,0,0.53594704,0,0,0.985536804,0,0,0,0,1.163133112,0.7551758,0,2.544547229,0,0,0,0,0,0,0.718178911,0,0,0,0,0,0,0,0,0,0,1.479856681,0,0,0,0.998615794,0,0,0.764921306,0.426616265,0,0,0,0.8540654,0,0.426341283,0,0,0,0,0,0,0,0,0,0,0,0.491911838,0,0,1.138799211,0,0,0
gb|AEL31272_1|ARO_3002756|QnrB41,42,Fluoroquinolone,TargetProtection,No,0,1.451163603,0.21467416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.575943085,0,0,0,0,1.431363286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.063117084,0,79.10121212,0,0,0,0
