taxonomy	P10T2	P10T3	P10T4	P11T1	P11T2	P11T3	P12T1	P12T4	P13T1	P13T4	P14T1	P14T4	P15T1	P15T2	P15T3	P16T1	P16T3	P16T4	P17T1	P17T2	P17T4	P18T1	P18T2	P18T3	P18T4	P19T1	P19T4	P1T1	P1T3	P1T4	P20T1	P20T2	P20T4	P21T1	P21T2	P21T4	P22T1	P22T4	P23T2	P23T3	P23T4	P24T1	P24T2	P24T3	P24T4	P25T1	P25T3	P25T4	P26T1	P26T3	P26T4	P27T1	P27T2	P27T3	P27T4	P28T2	P28T3	P28T4	P29T1	P29T2	P29T3	P29T4	P2T2	P2T3	P30T1	P30T2	P30T3	P30T4	P31T1	P31T2	P31T3	P31T4	P32T1	P32T3	P32T4	P33T1	P33T4	P34T1	P34T3	P35T1	P35T3	P36T1	P36T3	P36T4	P37T1	P37T3	P37T4	P38T1	P38T3	P39T1	P39T4	P3T1	P3T3	P3T4	P4T1	P4T3	P4T4	P5T1	P5T2	P5T3	P5T4	P6T1	P6T3	P6T4	P7T1	P7T3	P7T4	P8T1	P8T2	P8T3	P9T1	P9T2	P9T3	P9T4
Blautia_hydrogenotrophica	0	0	0.246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04311	0.47277	0.30183	1.81881	2.80264	0	0	0	0	0	0	0	0	0	0.00866	0	0	0	0	0.00031	0.11995	0.2341	0.01863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01631	0	0	0	0	0.00086	0	0	0	0	0	0	0	0.01997	0	0	0	0	0.37914	0	0	0	0.00167	0.66384	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium_pseudocatenulatum	0	0	0.19558	0	0.34173	0	0	0.00261	2.54903	74.16594	0	0	1.61075	0	0	0	1.31873	2.62001	19.80819	0	10.60028	10.33187	6.91725	9.84278	13.77253	0	0	0.02751	1.74055	8.11075	20.1032	0.40554	11.75037	5.96834	34.35215	1.52838	6.38326	0.31548	0	1.44981	0.52375	9.9929	1.71193	0	0	0.64404	0	16.4987	23.37412	23.49114	0	5.13683	0	0.10694	0.88337	0.37725	2.79052	0.50536	14.01301	0	0	0.79001	0	58.37454	6.11316	2.68554	18.16182	10.27819	0	7.82149	0.09575	0.91922	2.43974	0.5273	3.11787	0	0	2.72174	2.59778	0.40407	0	0.64696	1.85382	7.27547	0	1.07181	0.10533	0	0	3.15449	3.30048	3.27295	0	0	0	0	0	0.37762	0.03073	1.28413	1.37095	9.87602	0.89528	0.78255	6.74385	0	37.1145	0	0	0	0.3112	0	0	0
Enterocloster_asparagiformis	0	0	0.13568	0	0	0	0.39802	0.12204	0	0	0.16278	0	0.00488	0	0	0	0.01347	0	0	0	0.0005	0	0	0	0	0	0	0	0.0074	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00727	0	0.03716	0	0	0	0	0	0	0.08919	0	0	0.21951	0	0.02371	0.01661	0	0	0.03057	0.01383	0	0	0	0.03365	0.12961	0.03461	0.06769	0	0.01472	0.04013	0.00476	0.07254	0.03801	0	0	0	0	0	0	0.05813	0	0	0	0.01945	0.01684	0	0	0	0	0.03418	0	0	0	0.12362	0.20014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lacrimispora_celerecrescens	0	0	0.10037	0	0	0	0	0.72738	0	0	0	0	0.02659	0	0	0	0.42579	0.10986	0.3284	0.25026	0.30794	0.15074	0.54453	0	0.46823	0	0	0.18106	0.04511	0.00021	0	0.03951	0	0.82771	0.11117	0	0.15969	0.02592	0	0	0	0	0	0.15364	0.04877	0.02201	6.37919	6.39141	0	1.40695	1.56273	0.05773	0.37364	0	0	0	0	0.49455	0	5.19014	0.08477	0.05485	0	0	0.39338	0.8664	0.26935	0.11182	0	0.33764	0.01799	0.11288	0.57969	0.61223	0.98412	0	0.16593	3.32152	0.33941	0	0	0.46483	0.15683	0.02359	0.97424	0.82809	0.52171	0	0	0.20074	0.6131	0	2.11678	3.34664	0.08941	2.88164	1.72042	0	0	1.27347	0.83266	0.04031	0.83417	1.07018	0.10772	0.4177	0	0	0	0	13.82096	10.30254	0.18693	2.49224
Lactococcus_lactis	0	0	0.09442	0.12561	0.0337	0	0.08042	0.00117	0	0	0	0	0	0	0.00124	0	0.00936	0	0	0.01171	0	0	0	0	0	0	0	0	0	0	0	0	1.07946	0	0	0	0.09966	0	0.13739	0.04905	0.01985	0.00438	0	0	0.00283	0	0	0.28759	0.01394	0	0.0009	0	0	0	0	0	0.00256	0.01859	0	0.02501	0	0.00148	0.31859	0.00803	0	0	0	0	0.16882	0.02907	0.01168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00647	0	0	0.05565	0	0	0	0.02543	0.01814	0.05054	0.01938	0	0.00506	0.05724	0.01452	0	0	0	0	0	0.00598	0	0	0	0	0	0	0	0
Enterococcus_faecium	0	0	0.00843	0.00996	0.63434	0	0.04426	0	0.02572	0.32002	7.97134	0.05148	0	0	0	0	0	0	0	0	0.01324	0	0	0	0	0.00166	0	0	0	0	0	0	0	0	0	0	0	0	0.02598	0	0	0	0	0	0	0	0	0	0.08527	0	0	0.00178	0	0	0	0.03302	0	0	0.16547	0	0	0.00953	98.31843	0	0	0	0	0.00447	0.075	0	0	0	0.16933	1.53676	0	0.00992	0	0.34674	0	0	0	0	0	0	0	0.03743	0	0	0	0	0	0	0.00643	0.51938	0	0.01723	0	47.27697	0.00386	0	0	0	0	0	0	0	0	2.72709	0	0	4.19373	2.00498	0.00648	0.01584
Mediterraneibacter_butyricigenes	0	0	0.00418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00757	0	0	0	0	0.04652	0.00666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02819	0.00528	0.0129	0	0.00109	0	0.00973	0	0.01298	0.00891	0	0	0	0	0	0	0.01802	0.00285	0.00099	0	0	0	0	0.02249	0.01382	0	0	0	0	0	0	0	0	0	0	0.00444	0	0	0.03884	0	0.03469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013	0.00799	0.03317	0.08123	0.03819	0.00088	0	0	0	0	0	0	0	0	0
Faecalibacterium_prausnitzii	0	0	0	56.43107	0.14154	0	6.96038	0	0	6.27349	18.62453	0	0.12033	0	0	0	0.46507	1.30848	3.72336	0.59179	2.00218	1.06533	0	2.12162	8.57179	0.63909	0	2.37595	15.44752	3.0376	5.382	0.21816	0	12.92697	5.27539	0.05225	1.94519	9.36251	0.01254	0	0	10.0702	8.11269	1.35368	8.28649	6.48266	0	0.33273	0.94415	0.33392	0	4.96654	9.12611	0	10.06002	0.40248	21.81842	8.5425	0	0.98101	4.07027	7.74577	0	0	1.01756	16.00451	0.07946	0	1.63588	2.24908	5.18815	8.39674	7.36378	4.6066	7.78794	5.12596	0	0.25768	0.02434	6.27702	0.50006	12.02014	0.58589	0.13278	5.61125	12.91695	20.71677	0	0	13.81056	0.28373	5.55345	0.24434	0	0	7.97315	0	0.14887	26.97331	18.66343	15.17753	0	0	0	1.00253	0.839	2.81016	0	0.60997	0	0.0667	0	0	3.37518
Candidatus_Cibiobacter_qucibialis	0	0	0	10.62578	0.00151	0	0.09159	0.06589	0	0	0	0	0	0	0	0	0.03196	0.07002	0.17454	0	2.85124	0.01676	0	0	0	0	0	0.14168	0.83027	0.22084	0.35346	0.01327	0	0.00454	0.30441	0	0	0.06917	0.48562	0.48888	0.00781	1.39546	1.68651	6.63159	5.9452	1.81749	0	0	0	0	0	0.38727	0	0	0.57271	0.00796	0.75557	0.29841	0	3.72706	2.42621	0.11236	0	0	0	0.12266	0.03296	0.28211	0.02737	0	0.08019	0.14689	0	1.33864	0.19185	0.21178	0	0	0	0	0	0.80375	0	0.09798	0.06723	0.27635	0.55428	0	0	0.18958	0.05028	0.41658	0	0	1.91375	1.51109	0	0	3.3362	0.66276	0.81785	0.40198	0.32478	0.42496	0	0	3.37343	0	4.41696	0	0	0	0	0
Phocaeicola_plebeius	0	0	0	4.54346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.78771	4.78694	0	0	0	0	0	0	0	0	0	0
Butyricicoccus_SGB14985	0	0	0	1.88686	0	0	0.03589	0	0	0.17531	0.19948	0	0	0.4095	0	0	0.02207	0	0	0	0	0	0	0	0	0.00888	0.15568	0	0	0	0	0	0	0	0	0	0	0	0.08206	0	0	0.04272	0	0	0	0	0	0	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0	0.12547	0	0	0.00093	0.03006	0	0	0.08358	0	0	0.20051	0	0.80155	0.02327	0	0	0.09946	0.00277	0	0.02168	0	0	0	0	0	0	0.08611	0	0	0.18104	0	0	0.07004	0.51717	0	0	0.00296	0	0	0	0	0	0	0	0	0	0	0	0
Acidaminococcus_intestini	0	0	0	1.19332	0	1.27551	0	0	0	0	0	0	0.18098	0	0	0	0	0	0	0	2.40342	0	0	0	0	0	0	0	0	0	0	0.76163	0.30784	0	0	0	0	0.00118	2.08127	0.04386	3.7146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.70171	0	4.84307	7.61868	4.08638	6.53174	5.49792	10.88385	21.53099	6.2533	2.67327	10.39351	0	0	0	0.20047	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	1.84331	1.16155	3.70446	0.94284	7.83532	4.32065	3.71408	0	0	0	0	0	0	0	0	0	0
Anaerococcus_prevotii	0	0	0	0.65111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium_rectale	0	0	0	0.4141	0.06199	0	0	7.82932	3.02048	0.14658	0.00961	0	0.03681	0	0	0	6.49634	2.06103	8.73478	3.7807	0.05469	0	0	2.1861	1.69641	2.64073	0	3.55383	1.84401	0.06435	4.84889	0.20647	0.76565	0.31098	0.01348	1.71738	5.96732	2.40883	0.00427	0.99325	1.18136	0.04672	1.19678	0.13267	1.09761	1.57385	2.32559	1.19565	0	16.4356	16.46954	0.16122	9.47774	0	0.63666	0	7.4696	6.9828	0.00161	0.5681	1.93936	0.77243	0	0	0.77114	5.61187	0.52353	0.58118	0	0.06154	0.25402	0.29192	1.69671	0.15502	0.23401	0.1581	0.85451	0.23896	6.69546	0	3.27637	1.50193	0.07584	0.00562	8.51217	2.35909	2.88646	2.18218	2.76192	4.1546	1.75874	1.67554	9.59926	2.85351	2.80542	3.9309	3.28662	0	0.26144	11.81712	16.14754	0.69565	1.34232	0.81937	1.93163	10.1929	2.58871	0	0	0	0.02131	0	0	0
Finegoldia_magna	0	0	0	0.26363	0	0	0	0.02277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00081	0	0	0	0
Peptoniphilus_grossensis	0	0	0	0.17731	0	0	0	0.01957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00301	0	0
Peptoniphilus_phoceensis	0	0	0	0.12482	0	0	0	0	0	0	0	0	0	0	0	0	0.00526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerococcus_senegalensis	0	0	0	0.10806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rothia_mucilaginosa	0	0	0	0.07329	0.35547	0	0.02747	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00752	0	0	0	0	0	0	0	0.00961	0	0	0	0.13779	0.04749	0.00084	0.03941	0.00043	0.00958	0.31564	0.00537	0	0.01603	0	0	0	0	0.01155	0	0	0	0	0.00933	0	0.02813	0.00548	0	0	0	0.12879	0.04587	0	0	0.00843	0.05079	0	0	0	0	0.0669	0	0	0.00555	0.00468	0	0	0	0	0.00027	0	0.03189	0	0	0	0	0.15549	0.00148	0	0	0.00153	0	0.00329	0	0	0.00769	0.09059	0.07505	0.00257	0.01246	0	0.01461	0	0	0	0	0.01935	0.00172	0	0.00397	0.05305	0	0.05447	0	0	0.00103
Peptoniphilus_sp_Marseille_P3761	0	0	0	0.0603	0	0	0	0.03358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05676	0	0	0	0	0	0	0	0	0	0	0	0.0144	0.03253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0	0.00123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01101	0	0	0	0	0.03052	0	0
Peptoniphilus_lacrimalis	0	0	0	0.03552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerococcus_obesiensis	0	0	0	0.02906	0	0	0	0.07995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007	0	0	0	0	0	0	0	0	0	0.02909	0	0	0	0	0.005	0	0	0	0	0	0	0	0.00384	0	0.06825	0	0	0	0	0	0	0	0.01013	0	0	0	0	0.00039	0	0	0.00405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00396	0	0
Peptoniphilus_urinimassiliensis	0	0	0	0.01511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eisenbergiella_massiliensis	0	0	0	0.01398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07629	0.26307	0.16249	0	0.19099	0.12165	0	0	0	0	0	0	0	0.23988	0	0.0277	0.00954	0	0	0	0.00152	0	0	0	0	0	0	0.0116	0.00798	0	0	0	0	0	0	0	0.02991	0	0.01103	0	0	0	0.10146	0.06634	0	0	0	0	0	0	0	0	0	0	0	0	0.00031	0	0	0	0	0	0	0	0	0	0	0	0
Lactiplantibacillus_plantarum	0	0	0	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0.00417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03167	0	0	0	0	0	0	0	0.00068	0	0	0	0	0.003	0	0	0	0	0.00536	0	0.01513	0	0	0	0	0	0.47874	0	0	0	0	0	0	0	0	0.00737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11965	0	0.0014	0	0.00161	0	0	0.01817	0.02463	0	0	0	0	0	0	0	0	0	0.01195	0	0	0	0	0	0	0
Abiotrophia_defectiva	0	0	0	0.00734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01156	0	0	0	0	0
Clostridiales_bacterium_S5_A14a	0	0	0	0.00668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alistipes_onderdonkii	0	0	0	0.00622	0	0	1.06724	0	0	0	0	0	0	0.20283	0	0	0.17476	0.01492	0	0	1.04553	0	0	0	0	1.1874	7.46936	0	0	0	0.00514	0.59841	0	0	0	0	0	0.76954	0	0	0	0	0	0	0	30.44673	0.37556	0.04628	0	0.58209	1.79489	0.42223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24589	1.70503	1.32412	3.82415	4.84355	0	0.0117	0	0	0	0	0.49451	0	0	9.21606	20.99133	0	0	0	0	0	0	0.46618	0	0	0	0	0	0.35035	0.01868	0.16239	0.20976	1.28041	0.31398	1.9694	0.46521	0	0	0	0	0	0	0	0	0	0
Lacticaseibacillus_paracasei	0	0	0	0.00411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00261	0.11283	0	0	0	0.00924	0	0	0	0	0	0	0	0	0	0	0.00048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.74779	0.03904	0	0	0	0	0	0	0.00099	0	0.00762	0.00164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00662	0	0	0	0	0.00748	0.01075	0	0	0	0	0	0	0	0	0	0	0.00442	0	0	0	0	0	0	0	0
GGB4456_SGB6141	0	0	0	0.00137	0	0.00036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00526	0	0	0	0.03072	0.14198	0	0.0044	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01843	0	0	0	0.03266	0	0.17826	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09551	0	0	0	0.02713	0	0	0	0	0	0	0	0	0	0	0.0854	0	0	0	0	0	0	0	0	0.00368	0	0	0	0
Lacticaseibacillus_rhamnosus	0	0	0	0.00067	0.0007	0	9.24166	0	0	0	0	0	0	0	0	0.05895	0	0	0	0.31917	0	0	0	0.03565	0	0	0	0.00244	0	0	0	0	0	0	0	0	0	0	0.12296	0.00544	0	0	0	0	0	0	0	0.06945	0	0	0	0	0	0	0	0	0	0	0.65969	5.76974	0	0	0	0	0	0	0.00058	0	19.83598	0.05465	0	0	0	0	0	0.03475	0.00098	0	0	2.76827	0	0	0	0	0	0	0	0	0.08971	0	0	0	0.02933	0.00324	0.01636	0.07871	0.1911	0	0	0	0	0.0001	0	0	0.11939	0.02062	0	0.14713	0	0.19801	0	0	0	0
Porphyromonas_sp_HMSC065F10	0	0	0	0.00048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerococcus_mediterraneensis	0	0	0	0.00039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fastidiosipila_sanguinis	0	0	0	0.00039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candida_albicans	0	0	0	0	0.27617	0	0	0	0	0	0	0	0	0	0	0.00279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00516	0	0	0	0	0
Trueperella_pyogenes	0	0	0	0	0.22599	0.00306	0.0165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00175	0	0	0	0	0	0.00601	0	0	0	0.01967	0.00267	0	0	0.02218	0	0.14387	0.02808	0.05259	0	0	0	0	0	0.06379	0.04541	0.007	0.01592	0	0	0	0	0	0	0	0	0	0.0156	0.02271	0	0	0.00067	0	0	0	0	0.05234	0	0	0.00203	0	0	0.00171	0	0	0	0	0.13557	0.01423	0	0	0	0.00011	0.00096	0.00351	0	0	0	0	0	0	0	0	0	0.00396	0.04101	0.01121	0.00402	0	0.00081	0	0	0	0.00029	0	0.04285	0.02295	0.00232	0	0	0	0
Collinsella_aerofaciens	0	0	0	0	0.21234	0	0.11354	1.78308	0	0	0	0	0.98182	0.57785	0	0	2.92453	4.91231	5.73282	0	0.01966	1.16931	6.02732	3.06774	2.18239	0	0	0.14578	6.41627	2.95726	7.61756	0.11996	2.20083	2.10178	0.87074	2.18466	2.95227	1.07866	0.02497	11.19629	6.47107	0.97121	2.49026	3.62344	3.89081	0	0	0	0	0	0	7.30521	0.31727	0.49692	2.85651	1.01598	2.06793	0.96587	0	14.97771	6.21995	2.60817	0	0	10.62829	1.60301	11.58174	7.30058	0.00365	3.07924	0.55195	2.97589	0.70537	0	0.02106	0	5.35183	0	2.95593	0	0	0.86433	0	3.50342	3.62608	1.59749	1.091	0	3.32689	1.5195	0	2.31965	3.13973	0	10.49475	2.5155	0	0	0.00032	0	0	2.71136	0.89035	0.77472	3.39264	0	0	0	0	0	0	0	0	0
Streptococcus_sp_263_SSPC	0	0	0	0	0.08565	0	0.0027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00591	0.01519	0	0	0	0	0	0	0	0	0	0.19879	0.00294	0	0	0.0002	0	0.11494	0	0.001	0.00775	0	0	0	0	0	0.00233	0	0	0	0	0.00709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01315	0	0	0	0	0	0	0	0	0	0	0.02801	0	0	0	0	0.00142	0	0	0	0	0	0	0	0	0	0.00248	0.00538	0	0.00511	0.02522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akkermansia_muciniphila	0	0	0	0	0.05175	0.92107	0	0	0	0	0	68.96728	0.24116	0.11413	0	0	0	0.31814	0	0	0.01421	0	0	0	0	0	0	0	0	0	0	0.00233	0	0	0	0	0	0	0.01681	9.68495	0	0	0.07727	2.42416	0.28528	0	0	0	0	0	0.80059	2.21608	0	0	0	0.24144	0.49679	0.16303	0	0	7.17717	0.7083	0	0	0	0	2.80238	2.5547	0	0	0.43392	2.46005	0.15053	0	0.05571	0.59873	0	0	0	0.08973	52.21219	0	0	0	0	0	1.92046	0.14788	0	0	0.21343	0	0	0	0	0	0	0	0	0	0	0.04516	0.18715	0.05434	0	0	0	0	0	0	0	0	0	0
Collinsella_sp_AF08_23	0	0	0	0	0.02995	0	0	0	0	0	0	0	0.15222	1.1006	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00067	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33776	0.4287	1.15357	0.39168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.42598	0.1593	1.87114	0.57914	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06496	0	0	0.19876	0	0	0	0	0	0	0	0.02739	0	0	0	0	0	0	0	0	0	0	0.00372	0	0	0	0	0	0	0	0	0	0
GGB9512_SGB14909	0	0	0	0	0.02638	0	0	0	0	0	0	0	0.14424	0.21796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00106	0	0	0	0	0	0	0	0	0	0	0	0.02628	0.0367	0	0	0	0	0	0	1.90546	0	0	0	0	0.41439	0.02579	0	0	0	0	0	0	0	1.77865	1.62587	2.48925	0	0	0	0	0.45155	0	0	0	0	0	0	0	0	3.1515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00916	0	0.10558	0.77147	0	0	0	0	0	0	0	0	0	0
Clostridium_leptum	0	0	0	0	0.02637	0	0	0	0	0	0.19649	0	0.146	0	0	0	0.00015	0	0.01778	0.0373	0	0	0	7.61114	0.2829	1.01178	0.06294	0	0	0	0.01115	0	0	0	0	0	0	0	0.24821	0.00086	0.07862	0	0.01826	0	0.11697	0.36336	0.13329	0.09872	2.43962	3.37744	1.83291	0.38517	0	0	0	0	0.00769	0.01137	0	0	0.43284	0	0	0	0	0.3789	1.61282	0.46562	0	0	0.01056	0.08235	0.00661	0	0	0	0	0.13937	0.20914	0	0	0.34466	0	0.12884	0	0.0026	5.16265	0.07883	0.03594	0.00435	0	0	0	0	0	0	2.4171	0	0	0.07014	0.00324	1.34099	0.99689	0.41987	0.45482	0.08044	0	0	0	0	0.01952	0	0	0
